id,label
1,0.9972506761550903
10,0.06582480669021606
100,0.07551193237304688
1000,0.9976837635040283
10000,0.9920402765274048
10001,0.0033635497093200684
10002,0.024179548025131226
10003,0.998802900314331
10004,0.5508497357368469
10005,0.0019371211528778076
10006,0.06465354561805725
10007,0.009522467851638794
10008,0.00016012787818908691
10009,0.023337483406066895
1001,0.0002643764019012451
10010,0.9982038736343384
10011,0.9257538318634033
10012,0.007872670888900757
10013,0.1125851571559906
10014,0.06727102398872375
10015,0.9998553991317749
10016,0.47386854887008667
10017,0.0013613402843475342
10018,0.005339145660400391
10019,0.0004424154758453369
1002,0.9868950843811035
10020,0.05115556716918945
10021,0.004371047019958496
10022,0.9924505949020386
10023,0.994694709777832
10024,0.9969162940979004
10025,0.9794201850891113
10026,0.9972860217094421
10027,0.9999779462814331
10028,0.012926220893859863
10029,0.9542117118835449
1003,0.9999933838844299
10030,0.9989689588546753
10031,0.0006851553916931152
10032,0.3111630082130432
10033,0.03291323781013489
10034,0.8406405448913574
10035,0.45830395817756653
10036,0.9994713068008423
10037,0.10864827036857605
10038,0.96498703956604
10039,0.9999889135360718
1004,0.9989111423492432
10040,1.191647879750235e-05
10041,0.9988074898719788
10042,0.6970551013946533
10043,0.9995467066764832
10044,0.0015299618244171143
10045,0.9730175733566284
10046,0.8849859833717346
10047,0.989627480506897
10048,0.9967527985572815
10049,0.0026241540908813477
1005,0.0003846585750579834
10050,0.16696655750274658
10051,0.0039636194705963135
10052,0.04186239838600159
10053,0.925815224647522
10054,0.03464248776435852
10055,0.0009920001029968262
10056,0.9998291730880737
10057,0.1433946192264557
10058,0.96965491771698
10059,0.6449540853500366
1006,0.9999932646751404
10060,0.9971399307250977
10061,0.0008415877819061279
10062,0.050906747579574585
10063,0.8629614114761353
10064,0.9965025782585144
10065,0.029884308576583862
10066,0.06510671973228455
10067,0.018810749053955078
10068,0.016516566276550293
10069,0.002888321876525879
1007,0.9994227290153503
10070,0.9084601998329163
10071,0.0009157955646514893
10072,0.031214088201522827
10073,0.98762047290802
10074,0.001189887523651123
10075,0.19086459279060364
10076,0.09061843156814575
10077,0.003420114517211914
10078,0.999930739402771
10079,0.0001140873137046583
1008,0.005360245704650879
10080,0.9903092384338379
10081,0.09869936108589172
10082,0.1124471127986908
10083,0.010528415441513062
